month,day,year,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,age_since_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
-0.5137362,-1.1422484,-0.68221503,0.6499563,-0.48475057,-0.6330809,-0.082240164,-0.9223325,0.0,-0.30448747,0.8889242,-0.5630152,-0.9482609,0.48261136,-0.5433068,0.6224142016076779,-0.94718283,1.2765473,-0.19220887,-0.36114243,-0.040021524,3.799
-1.4748142,0.25188863,1.465635,-1.4269961,-0.8117048,-1.268699,-0.32421815,0.9177323,0.0,-0.30448747,-0.6341841,-0.5630152,-1.0444825,-0.66257584,0.8135834,-0.7274247497741517,1.0173445,1.0658991,-0.9045978,-1.2814481,-0.38032869,2.65
-0.5137362,1.2974914,-0.68221503,0.6499563,0.49611223,0.92308754,-0.18721977,-0.9223325,0.0,3.684431,-0.6341841,0.2903614,-0.38295913,2.658467,-1.6966635,-1.1427598117377917,1.2231522,0.24787968,-0.5237315,1.7862375,-0.20248571,10.5
-1.4748142,1.2974914,1.465635,-0.3885199,1.8039293,1.3504859,-0.22639625,0.9177323,0.0,-0.30448747,-0.6341841,1.143738,1.8301373,-0.66257584,1.1528059,-1.0735373014105183,-0.92847306,-0.0363234,1.4863902,1.9323177,-0.25539288,7.8
-1.1544548,0.25188863,1.465635,-0.3885199,-0.8117048,-0.6549988,-0.18920006,-0.9223325,0.0,-0.30448747,-0.6341841,-0.5630152,-0.7437901,0.047440205,-0.37369555,0.4839691809531313,-0.94718283,1.560035,-0.24160634,0.35465086,0.0680044,2.85
-1.1544548,-0.6775361,1.465635,-0.3885199,-1.4656134,-1.2139044,-0.07357934,-0.9223325,0.0,-0.30448747,0.8889242,-1.4163918,-0.984344,-0.66257584,-0.034472995,0.1378566293167647,2.2334805,-1.3181816,-0.7141647,-1.1353679,-0.027670844,2.0595
-0.19337685,0.36806673,-0.68221503,0.6499563,0.16915797,0.09020866,-0.22539417,-0.9223325,0.0,-0.30448747,2.4120324,-0.5630152,-0.85203934,1.8110286,-0.81468487,0.8993042429167712,0.7554075,0.6049497,-1.1161783,-0.20045415,-0.25947577,7.56
-0.83409554,-0.9098922,1.465635,-0.3885199,-0.15779631,-0.39198437,-0.31128657,-0.0023001337,0.0,-0.30448747,-0.6341841,0.2903614,-0.87609476,0.84907126,-2.0698082,-0.9004810255923351,0.56830966,0.56312275,-0.96099055,-0.58026284,-0.29860327,9.35
-0.83409554,-0.9098922,1.465635,-0.3885199,-0.48475057,-0.67691666,-0.20726132,-0.9223325,0.0,2.3547916,-0.6341841,-0.5630152,-0.9362332,0.36809263,0.2708273,-0.17364466715596522,0.5121803,-0.21089587,-0.98213786,-0.8578153,-0.29043752,3.165
1.4084198,0.36806673,-0.68221503,-0.3885199,-0.8117048,-1.0823971,-0.15858896,-0.9223325,0.0,-0.30448747,0.8889242,-0.5630152,-0.84001166,-0.66257584,-0.17016202,0.24169039480767468,-1.3213785,0.44408107,0.6964612,-0.9746795,-0.14889805,4.15
0.76770115,0.83277905,-0.68221503,0.6499563,0.8230665,0.10116759,-0.18865131,-0.9223325,0.0,-0.30448747,-0.6341841,0.2903614,-0.5994577,1.3529537,0.2029828,-0.13903341199232858,-0.498148,0.9425647,0.7105594,0.19396256,-0.16863191,5.55
-0.5137362,1.6460257,-0.68221503,-1.4269961,-1.4656134,-1.2467811,-0.24448137,-0.9223325,0.0,-0.30448747,0.8889242,-1.4163918,-1.0204271,-0.66257584,-2.035886,0.6224142016076779,0.6992782,0.11009843,-1.4124017,-1.4713525,-0.23395783,3.99
1.4084198,0.36806673,-0.68221503,-2.4654725,-1.4656134,-1.6741796,-0.22300828,-0.9223325,0.0,-0.30448747,-2.1572924,-1.4163918,-1.4895073,-0.66257584,-1.8662748,1.9722531529895078,0.71798795,0.89638996,-1.0738299,-1.2960562,-0.27954987,2.9
-1.1544548,0.13571054,1.465635,0.6499563,-0.48475057,-0.1618468,-0.13687727,-0.9223325,0.0,-0.30448747,0.8889242,1.143738,0.17031497,-0.66257584,-0.102317505,0.20707913964403804,-1.3213785,0.40008023,0.7458049,0.17935453,-0.08459285,6.7
1.4084198,-0.561358,-0.68221503,1.6884326,0.49611223,1.2518555,-0.24545959,0.9177323,0.0,-0.30448747,-0.6341841,0.2903614,1.721888,-0.66257584,1.0849614,-1.0389260462468817,-0.06782297,0.25508934,1.2818589,0.8221077,-0.2727791,6.4
-0.5137362,-1.3746046,1.465635,-1.4269961,-1.4656134,-0.95088995,-0.22539417,-0.0023001337,0.0,-0.30448747,-0.6341841,-0.5630152,-0.6956793,-0.66257584,-1.6627413,1.7991968771713243,1.0734738,-0.20297076,-1.257214,-0.8578153,-0.26362666,4.02
1.0880605,1.6460257,-0.68221503,-0.3885199,0.49611223,0.49568915,-0.1521709,0.9177323,0.0,-0.30448747,-0.6341841,1.143738,0.89197683,-0.66257584,0.6439721,-0.5889797291196052,-1.0407318,-1.8253058,-1.2783612,0.7928916,-0.112526484,2.9925
1.7287792,0.13571054,-0.68221503,0.6499563,-0.15779631,-0.10705213,-0.119197756,-0.9223325,0.0,-0.30448747,-0.6341841,-0.5630152,0.23045345,-0.66257584,-0.06839525,-1.0389260462468817,0.25024337,-1.7113274,0.78110415,-0.682519,-0.090206794,2.79
-1.1544548,-1.6069608,1.465635,-0.3885199,0.16915797,-0.44677904,-0.2101244,-0.9223325,0.0,-0.30448747,0.8889242,0.2903614,-0.6595962,0.32228515,0.101216026,-0.0005883913377819275,-1.3213785,0.58403623,0.7105594,-0.11280599,-0.19653152,5.45
0.1269825,1.4136695,-0.68221503,-0.3885199,-0.15779631,-0.611163,-0.18886603,-0.9223325,0.0,-0.30448747,-0.6341841,0.2903614,-0.32282063,-0.66257584,0.74573886,-0.6928134946105151,-1.0407318,-1.833974,-1.0385845,-0.14202204,-0.18363646,2.41
-0.19337685,0.4842448,-0.68221503,-0.3885199,0.8230665,1.3285681,0.18137795,0.9177323,0.0,-0.30448747,0.8889242,0.2903614,1.8060819,-0.66257584,0.74573886,-0.6928134946105151,-0.42330885,-0.2613909,0.14630905,1.1142682,-0.22650659,5.95
1.7287792,0.36806673,-0.68221503,-1.4269961,-1.4656134,-1.2029454,-0.2655966,-0.9223325,0.0,-0.30448747,0.8889242,-0.5630152,-0.9723163,-0.66257584,-1.764508,1.8684193874985977,0.73669773,-0.010374183,-0.5378297,-0.82129526,-0.38107723,3.75
0.76770115,-1.6069608,-0.68221503,0.6499563,1.476975,1.986104,0.24868418,0.9177323,1.0,3.684431,2.4120324,1.9971148,1.4933617,1.3071462,-1.628819,1.729974366844051,0.49347055,0.7247068,-0.3896911,3.144784,0.22131614,29.5
-0.83409554,-0.6775361,1.465635,-0.3885199,1.476975,0.71486783,-0.13024448,0.9177323,0.0,1.0251521,-0.6341841,1.9971148,0.13423187,1.238435,0.44043857,-0.3467009429741485,-0.498148,0.53065187,0.8727962,1.0850521,-0.0013703596,9.81
1.0880605,1.4136695,-0.68221503,-0.3885199,-0.15779631,-0.622122,-0.115284875,-0.9223325,0.0,-0.30448747,0.8889242,-0.5630152,-0.33484834,-0.66257584,0.8135834,-0.7620360049377884,-1.0594416,-2.5430508,1.4863902,-0.9016394,-0.13181804,2.7
-0.83409554,-0.9098922,1.465635,-0.3885199,-0.48475057,-0.58924514,-0.18030065,-0.9223325,0.0,-0.30448747,2.4120324,-0.5630152,-0.29876524,-0.66257584,-0.00055073976,0.10324537415312805,-0.8349241,1.1676047,0.25914836,-1.0477197,-0.18462315,4.5
-1.1544548,1.5298476,1.465635,-1.4269961,-1.4656134,-1.0495204,-0.21155594,-0.9223325,0.0,-0.30448747,0.8889242,-0.5630152,-0.80392855,-0.66257584,-1.0860629,1.2108055393895012,0.6805684,0.88051224,-0.61542356,-0.8285993,-0.25246683,5.46
0.1269825,-0.09664563,-0.68221503,-0.3885199,-0.15779631,0.123085454,-0.03278045,-0.9223325,0.0,-0.30448747,0.8889242,1.143738,0.48303512,-0.66257584,0.7796611,-0.7274247497741517,-0.6852458,-1.487003,0.8163496,1.1434842,0.03496718,4.32
-1.4748142,-1.1422484,1.465635,0.6499563,0.16915797,0.21075691,-0.07269656,-0.9223325,0.0,-0.30448747,0.8889242,-0.5630152,-0.5994577,1.5819912,0.16906054,-0.06981090166505524,-1.0407318,-1.6709315,-0.98213786,0.062490325,0.3811945,3.1175
0.44734183,-1.3746046,-0.68221503,0.6499563,0.8230665,1.1861019,0.52855027,0.9177323,0.0,3.684431,-0.6341841,0.2903614,0.6273675,1.2842425,-1.0860629,1.1761942842258646,0.86766624,1.1618534,-0.5025842,1.6693733,0.24577934,9.42
-0.83409554,-1.0260704,1.465635,-1.4269961,-1.4656134,-0.9947257,-0.23868364,-0.9223325,0.0,-0.30448747,-0.6341841,-1.4163918,-1.0925933,0.0016327166,-0.74684036,0.8646929877531345,0.5495999,-0.08035176,-0.62247264,-0.81399125,-0.2410348,3.248
-0.19337685,0.019532459,-0.68221503,0.6499563,0.49611223,0.9669233,-0.23842119,0.9177323,0.0,-0.30448747,-0.6341841,1.143738,1.4091679,-0.66257584,1.1867282,-1.1427598117377917,-0.760085,-1.444433,1.2606578,1.4210367,-0.26457936,3.85
-1.7951735,0.36806673,1.465635,0.6499563,-0.48475057,0.5724017,0.071459524,-0.9223325,0.0,-0.30448747,0.8889242,0.2903614,0.27856424,0.6658413,-0.06839525,0.17246788448040137,0.25024337,-1.9003192,0.17450543,0.31082678,-0.11460194,3.399
-0.19337685,-0.6775361,-0.68221503,1.6884326,1.476975,1.2628144,-0.2677439,0.9177323,0.0,-0.30448747,-0.6341841,1.143738,0.8318383,1.055205,1.4581063,-1.419649853046885,0.71798795,0.8523891,-1.257214,-0.7409511,-0.26117694,10.6
-1.1544548,1.7622037,1.465635,-0.3885199,-0.15779631,-0.28239506,-0.20812026,-0.9223325,0.0,-0.30448747,2.4120324,-0.5630152,-1.0565102,1.421665,-0.8825294,1.0031380084076813,0.6805684,0.87979674,-0.39674023,-0.20045415,-0.21558492,7.25
1.0880605,-0.09664563,-0.68221503,0.6499563,0.49611223,1.4491163,-0.24352701,0.9177323,0.0,-0.30448747,-0.6341841,1.9971148,1.6858048,-0.18159723,1.1867282,-1.1427598117377917,-0.3671795,-0.3876422,0.4777779,2.0637898,-0.24042237,7.45
-1.7951735,1.5298476,1.465635,-0.3885199,-0.8117048,-0.29335397,-0.23780085,-0.9223325,0.0,-0.30448747,-0.6341841,-0.5630152,-0.91217786,1.1239161,-0.44154006,0.5531916912804046,0.6805684,0.8769074,-0.51668245,-0.30271032,-0.17543669,6.155
1.4084198,-1.4907826,-0.68221503,-0.3885199,-1.4656134,-0.622122,-0.11161059,-0.9223325,0.0,-0.30448747,0.8889242,-0.5630152,-0.9362332,0.48261136,-0.102317505,0.17246788448040137,-0.3671795,-0.5737446,0.80930054,-0.69712704,0.111623056,3.13
-0.5137362,0.60042286,-0.68221503,1.6884326,3.4387007,3.536793,-0.1585651,0.9177323,0.0,2.3547916,-0.6341841,2.8504913,2.353342,2.9104083,1.1528059,-1.1081485565741551,-0.8536339,0.90937835,-0.00882482,1.4210367,-0.18972674,27.0
-1.4748142,0.36806673,1.465635,0.6499563,0.16915797,0.93404645,-0.124232,-0.9223325,0.0,-0.30448747,0.8889242,0.2903614,-0.27470985,2.4752371,0.2029828,-0.10442215682869191,-1.0407318,-1.803677,-1.186723,1.1873083,-0.14978267,4.2
-0.83409554,-0.32900178,1.465635,0.6499563,1.476975,1.6463771,0.66915137,-0.9223325,0.0,-0.30448747,0.8889242,0.2903614,2.154885,-0.66257584,0.6439721,-0.5543684739559684,-1.022022,-0.006026382,2.2057745,0.12092243,1.0314935,7.0
0.44734183,0.36806673,-0.68221503,0.6499563,-0.15779631,-0.20568253,-0.23522408,-0.0023001337,0.0,-0.30448747,0.8889242,-0.5630152,-0.14240518,-0.15869349,-1.0521407,1.1415830290622277,0.49347055,0.742731,-0.51668245,-0.27349427,-0.26975098,6.75
0.44734183,-1.7231388,-0.68221503,-1.4269961,-1.4656134,-1.1371918,-0.24925317,-0.9223325,0.0,-0.30448747,0.8889242,-1.4163918,-0.9001501,-0.66257584,-0.7129181,0.7954704774258612,0.73669773,-0.15608054,-0.44613767,-0.87242335,-0.2340599,2.99
-0.19337685,-0.561358,-0.68221503,-0.3885199,0.16915797,-0.49061477,-0.2988799,0.9177323,0.0,-0.30448747,-0.6341841,-0.5630152,-0.19051597,-0.66257584,1.1528059,-1.1081485565741551,-0.92847306,-0.07960878,1.5216357,-0.52183074,-0.32817003,4.75
-1.1544548,1.1813133,1.465635,0.6499563,1.1500207,0.41897663,-0.12981501,-0.9223325,0.0,-0.30448747,-0.6341841,0.2903614,0.80778295,-0.66257584,1.3902618,-1.315816087555975,1.672187,-0.5153245,-0.72826284,-0.37575045,-0.17951956,2.8
0.1269825,-0.79371417,-0.68221503,-1.4269961,-1.4656134,-1.1700686,-0.13904844,-0.9223325,0.0,-0.30448747,0.8889242,-0.5630152,-0.9362332,-0.66257584,-0.37369555,0.4493579257894946,-0.8536339,0.92522854,0.0828134,-0.5510468,-0.12103246,5.6
0.76770115,0.36806673,-0.68221503,0.6499563,0.49611223,0.8025393,-0.17889297,0.9177323,0.0,-0.30448747,-0.6341841,1.143738,1.2287524,-0.66257584,0.7118166,-0.6582022394468785,-0.12395232,1.3255839,0.28739855,1.1142682,-0.17468818,5.5
0.1269825,-1.0260704,-0.68221503,-0.3885199,-0.8117048,-0.37006652,-0.25879678,-0.0023001337,0.0,-0.30448747,0.8889242,-0.5630152,-0.17848827,-0.43353844,-1.7305858,1.833808132334961,0.71798795,0.8502152,-1.0385845,-0.47800666,-0.30710924,5.55
0.44734183,-0.09664563,-0.68221503,-0.3885199,-1.4656134,-0.96184886,-0.16059312,-0.9223325,0.0,-0.30448747,0.8889242,-1.4163918,-0.707707,-0.66257584,-0.61115134,0.6916367119349512,-1.4336371,-1.7185371,-0.00882482,-1.1499759,-0.15175605,2.14
0.44734183,-1.0260704,-0.68221503,1.6884326,0.8230665,0.46281236,0.112998046,-0.9223325,0.0,3.684431,0.8889242,0.2903614,0.85589373,-0.66257584,-0.4076178,0.4839691809531313,-1.3775078,0.2413855,0.28029564,-0.41957453,0.088418745,7.99
-1.1544548,1.1813133,1.465635,-0.3885199,0.49611223,0.5943196,1.5221107,-0.9223325,0.0,3.684431,0.8889242,-0.5630152,-0.5754023,2.3378148,-0.23800653,0.3455241602985847,0.25024337,-2.1780555,0.8515951,0.5007311,3.9967117,3.55
0.44734183,-0.32900178,-0.68221503,0.6499563,3.1117463,1.2080197,-0.24911001,0.9177323,0.0,3.684431,0.8889242,1.143738,0.24248114,2.0629697,-1.4252855,1.5223068358622311,2.2521904,0.57611114,-1.3489059,0.17935453,-0.25358963,10.5
0.76770115,1.1813133,-0.68221503,0.6499563,-0.48475057,0.21075691,0.28809926,-0.9223325,0.0,-0.30448747,2.4120324,0.2903614,-0.58743,1.5590874,-0.47546232,0.5531916912804046,1.4289597,1.46697,-0.47433406,0.57377124,-0.032468215,5.85
1.0880605,-1.7231388,-0.68221503,0.6499563,-1.4656134,-0.23855932,-0.15608378,-0.9223325,0.0,-0.30448747,0.8889242,-0.5630152,0.086121075,-0.66257584,-0.5433068,0.6224142016076779,-0.44201866,-0.86372644,0.13925996,-0.6240869,-0.14532553,2.65
1.7287792,-0.561358,-0.68221503,-0.3885199,-0.15779631,-0.3371897,-0.30770773,2.757797,0.0,-0.30448747,-0.6341841,0.2903614,-0.022128204,-0.66257584,0.9492724,-0.9004810255923351,0.8115369,0.3596842,-0.7071156,0.033274274,-0.32582238,6.6
0.1269825,1.7622037,-0.68221503,0.6499563,-0.48475057,-0.13992892,-0.06076706,-0.9223325,0.0,-0.30448747,-0.6341841,-0.5630152,-0.5513469,0.7574563,-0.2719288,0.3455241602985847,1.672187,-0.43596333,-0.7988076,-0.33192638,-0.042743437,3.25
-0.5137362,-1.0260704,1.465635,1.6884326,0.49611223,0.79486805,-0.15501012,-0.9223325,0.0,-0.30448747,-0.6341841,0.2903614,1.220333,-0.66257584,-0.2719288,-1.2812048323923384,-1.4149274,-1.8548874,-0.65066904,-0.25888625,-0.14379446,3.79
-1.7951735,-1.0260704,1.465635,-0.3885199,0.49611223,-0.58924514,-0.18912849,-0.9223325,0.0,-0.30448747,-0.6341841,-0.5630152,-1.224898,1.1010125,-1.1199852,-1.3504273427196116,-0.760085,-1.352111,1.2465596,-1.4421364,-0.20884818,4.85
-0.5137362,0.71660095,-0.68221503,0.6499563,1.1500207,1.668295,-0.13950177,-0.9223325,0.0,5.0140705,0.8889242,1.143738,0.3747858,2.772986,0.16906054,-0.10442215682869191,-1.3213785,0.18945955,0.6894121,1.041228,-0.10211516,10.8
-0.19337685,0.83277905,-0.68221503,0.6499563,1.8039293,2.3587077,0.1271703,0.9177323,0.0,-0.30448747,-0.6341841,2.8504913,2.9366856,-0.66257584,0.8814279,-0.8312585152650618,-1.3962176,0.25294295,0.054617025,2.9110556,0.26241705,20.8
-0.83409554,0.019532459,1.465635,-0.3885199,-1.4656134,-1.2467811,-0.22420122,-0.9223325,0.0,-0.30448747,-0.6341841,-1.4163918,-1.0204271,-0.66257584,-0.74684036,0.8646929877531345,0.73669773,-0.03778184,-0.5519279,-1.179192,-0.25518873,2.6
0.44734183,1.0651352,-0.68221503,-0.3885199,0.49611223,0.024455061,-0.23827803,0.9177323,0.0,-0.30448747,-0.6341841,-0.5630152,0.3747858,-0.66257584,1.1867282,-1.1427598117377917,0.5495999,0.019207373,-0.5942225,-0.682519,-0.3507279,4.77
1.4084198,0.36806673,-0.68221503,0.6499563,0.49611223,-0.052257467,-0.25166294,0.9177323,0.0,-0.30448747,-0.6341841,0.2903614,0.29059193,-0.66257584,1.0849614,-1.0389260462468817,-0.3858893,-0.7879976,0.66821104,0.062490325,-0.28026438,3.655
-1.4748142,1.0651352,1.465635,-0.3885199,-0.48475057,-0.611163,-0.066827245,-0.9223325,0.0,-0.30448747,0.8889242,-1.4163918,-0.32282063,-0.66257584,-0.00055073976,0.10324537415312805,-1.2839589,-1.5649056,1.1619166,-0.7701672,-0.018042076,2.35
-0.19337685,1.5298476,-0.68221503,0.6499563,0.8230665,0.9559643,0.011764305,-0.9223325,0.0,-0.30448747,0.8889242,0.2903614,0.39884123,1.238435,0.101216026,-0.03519964650141859,-0.6852458,-1.2684296,0.43548334,1.2457404,0.14833486,4.02
-0.5137362,-1.2584264,-0.68221503,1.6884326,-1.4656134,-1.0495204,-0.14374867,-0.0023001337,0.0,-0.30448747,0.8889242,-0.5630152,-0.80392855,-0.66257584,-0.30585104,0.38013541546222135,-0.8349241,1.2209891,-0.18515979,-0.98928756,-0.17951956,3.4
-0.19337685,1.1813133,-0.68221503,0.6499563,-0.15779631,0.024455061,-0.24312142,0.9177323,0.0,-0.30448747,-0.6341841,0.2903614,0.3747858,-0.66257584,-0.20408428,-0.38131219813778516,1.4289597,1.3833162,-0.46023586,-0.7847752,-0.23174627,4.24
0.76770115,-1.2584264,-0.68221503,0.6499563,0.49611223,-0.41390225,-0.19974574,0.9177323,0.0,-0.30448747,-0.6341841,-0.5630152,-0.10632209,-0.66257584,0.8814279,-0.8312585152650618,-0.760085,-1.4177408,1.1337203,-0.6094789,-0.17815861,2.15
0.44734183,0.60042286,-0.68221503,0.6499563,0.16915797,2.1833649,0.1974112,0.9177323,0.0,-0.30448747,0.8889242,1.9971148,2.7442422,-0.66257584,-0.102317505,0.17246788448040137,-0.7226654,-0.029113755,-0.037075005,1.2165244,-0.06482495,9.935
0.1269825,1.0651352,-0.68221503,0.6499563,0.8230665,0.035413995,-0.19585672,0.9177323,0.0,-0.30448747,0.8889242,0.2903614,0.38681352,-0.66257584,0.67789435,-0.6235909842832418,-0.89105344,-1.2453423,0.30149674,0.16474651,-0.18700482,3.25
0.76770115,0.019532459,-0.68221503,-1.4269961,-1.4656134,-1.4111651,-0.18834114,-0.9223325,0.0,-0.30448747,0.8889242,-1.4163918,-1.2008426,-0.66257584,-0.91645163,1.0031380084076813,1.672187,-0.52974373,-0.7776065,-1.7196889,-0.19217646,1.18125
1.4084198,-0.44517988,-0.68221503,0.6499563,-0.48475057,0.2984284,0.08954465,-0.9223325,0.0,2.3547916,-0.6341841,0.2903614,0.6754783,-0.66257584,-0.4076178,0.4839691809531313,-1.3775078,0.21686721,0.25914836,1.552509,0.06341117,6.2
-0.83409554,0.60042286,1.465635,1.6884326,-0.15779631,0.46281236,-0.17280893,-0.0023001337,0.0,-0.30448747,-0.6341841,-0.5630152,-0.26268217,1.4674724,-1.6966635,1.833808132334961,1.2605717,-0.41287598,-0.9468924,-1.1938,-0.17353135,4.25
0.1269825,0.60042286,-0.68221503,-1.4269961,-0.48475057,-1.0276024,-0.33667254,0.9177323,0.0,-0.30448747,-0.6341841,0.2903614,-1.0204271,-0.20450099,1.4581063,-1.419649853046885,0.49347055,0.75282997,-0.49548134,-1.208408,-0.38954917,5.499
0.44734183,0.4842448,-0.68221503,-0.3885199,-0.15779631,-0.074175335,-0.26356858,-0.9223325,0.0,-0.30448747,2.4120324,-0.5630152,-0.6956793,1.1697236,-1.900197,2.0068644081531444,0.456051,0.7463358,-0.8129058,-0.31731835,-0.29860327,8.75
1.4084198,0.60042286,-0.68221503,-0.3885199,-0.48475057,-0.95088995,-0.21167524,-0.9223325,0.0,-0.30448747,-0.6341841,-0.5630152,-0.6956793,-0.66257584,0.16906054,-0.10442215682869191,-0.8349241,1.2173842,0.0828134,-0.682519,-0.18037017,4.78
1.7287792,1.5298476,-0.68221503,-0.3885199,0.16915797,0.14500332,-0.17013672,0.9177323,0.0,-0.30448747,-0.6341841,0.2903614,0.5070905,-0.66257584,0.23690505,-0.17364466715596522,1.0173445,1.1337029,-0.88339674,-0.7847752,-0.16403869,5.0
0.76770115,1.0651352,-0.68221503,0.6499563,-1.4656134,-0.38102543,0.50841326,-0.0023001337,0.0,-0.30448747,0.8889242,-1.4163918,-0.07023899,-0.66257584,-0.5772291,0.6570254567713146,-0.89105344,-1.0592123,0.10401449,-0.8870314,0.0436773,3.19
0.1269825,-1.4907826,-0.68221503,-0.3885199,-0.48475057,-0.49061477,-0.32259575,2.757797,0.0,-0.30448747,-0.6341841,0.2903614,-0.19051597,-0.66257584,1.4581063,-1.419649853046885,0.456051,0.6727534,-0.98918694,-0.6094789,-0.39135244,6.09
0.76770115,0.94895715,-0.68221503,1.6884326,2.7847922,2.2272005,0.66108704,0.9177323,0.0,2.3547916,-0.6341841,1.9971148,1.4211955,1.948451,0.98319465,-0.9350922807559717,-1.0407318,-1.607448,-0.8692985,1.0850521,-0.0008940248,7.34
