month,day,year,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,age_since_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price
12.0,15.0,2014.0,4.0,2.5,1750.0,11400.0,2.0,0.0,0.0,4.0,7.0,1750.0,0.0,1975.0,39.0,98023.0,47.3149,-122.386,1890.0,9024.0,2.42
2.0,19.0,2015.0,6.0,3.0,2880.0,6800.0,2.0,0.0,0.0,3.0,7.0,2880.0,0.0,1980.0,35.0,98144.0,47.5873,-122.299,1640.0,4000.0,7.51
5.0,6.0,2014.0,4.0,1.75,1500.0,11600.0,1.0,0.0,0.0,4.0,7.0,1000.0,500.0,1955.0,59.0,98028.0,47.7373,-122.241,1740.0,11600.0,3.799
2.0,18.0,2015.0,2.0,1.5,920.0,1458.0,2.0,0.0,0.0,3.0,7.0,920.0,0.0,1995.0,20.0,98133.0,47.7081,-122.342,1110.0,1598.0,2.65
5.0,27.0,2014.0,4.0,2.5,2920.0,7200.0,1.0,0.0,3.0,3.0,8.0,1470.0,1450.0,1921.0,8.0,98144.0,47.5947,-122.288,3210.0,6825.0,10.5
2.0,27.0,2015.0,3.0,3.5,3310.0,5558.0,2.0,0.0,0.0,3.0,9.0,3310.0,0.0,2005.0,10.0,98029.0,47.5553,-122.003,3310.0,5270.0,7.8
3.0,18.0,2015.0,3.0,1.5,1480.0,7117.0,1.0,0.0,0.0,3.0,7.0,1170.0,310.0,1960.0,55.0,98028.0,47.7766,-122.248,2230.0,14775.0,2.85
3.0,10.0,2015.0,3.0,1.0,970.0,11963.0,1.0,0.0,0.0,4.0,6.0,970.0,0.0,1970.0,45.0,98198.0,47.3776,-122.315,1210.0,11963.0,2.0595
6.0,19.0,2014.0,4.0,2.25,2160.0,5600.0,1.0,0.0,0.0,5.0,7.0,1080.0,1080.0,1947.0,67.0,98119.0,47.6442,-122.372,1850.0,5150.0,7.56
4.0,8.0,2015.0,3.0,2.0,1720.0,2000.0,1.5,0.0,0.0,3.0,8.0,1060.0,660.0,1910.0,15.0,98109.0,47.6384,-122.35,1590.0,4000.0,9.35
4.0,8.0,2015.0,3.0,1.75,1460.0,6360.0,1.0,0.0,2.0,3.0,7.0,1010.0,450.0,1979.0,36.0,98106.0,47.5311,-122.353,1400.0,4240.0,3.165
11.0,19.0,2014.0,3.0,1.5,1090.0,8400.0,1.0,0.0,0.0,4.0,7.0,1090.0,0.0,1966.0,48.0,98008.0,47.6219,-122.115,1320.0,8400.0,4.15
9.0,23.0,2014.0,4.0,2.75,2170.0,7140.0,1.0,0.0,0.0,3.0,8.0,1290.0,880.0,1977.0,37.0,98052.0,47.691,-122.113,2120.0,7820.0,5.55
5.0,30.0,2014.0,2.0,1.0,940.0,4800.0,1.0,0.0,0.0,4.0,6.0,940.0,0.0,1911.0,59.0,98116.0,47.5756,-122.414,980.0,5900.0,3.99
11.0,19.0,2014.0,1.0,1.0,550.0,5700.0,1.0,0.0,0.0,2.0,6.0,550.0,0.0,1916.0,98.0,98117.0,47.6846,-122.366,1100.0,4560.0,2.9
3.0,17.0,2015.0,4.0,1.75,1930.0,9310.0,1.0,0.0,0.0,4.0,9.0,1930.0,0.0,1968.0,47.0,98008.0,47.6158,-122.108,2110.0,10290.0,6.7
11.0,11.0,2014.0,5.0,2.5,3220.0,4759.0,2.0,0.0,0.0,3.0,8.0,3220.0,0.0,2003.0,11.0,98075.0,47.5957,-122.032,2550.0,4759.0,6.4
5.0,4.0,2015.0,2.0,1.0,1210.0,5600.0,1.5,0.0,0.0,3.0,7.0,1210.0,0.0,1922.0,93.0,98136.0,47.5322,-122.392,1400.0,5028.0,4.02
10.0,30.0,2014.0,3.0,2.5,2530.0,8669.0,2.0,0.0,0.0,3.0,9.0,2530.0,0.0,1990.0,24.0,98023.0,47.3073,-122.395,2530.0,9469.0,2.9925
12.0,17.0,2014.0,4.0,2.0,1980.0,10051.0,1.0,0.0,0.0,3.0,7.0,1980.0,0.0,1969.0,11.0,98092.0,47.3231,-122.103,1520.0,10125.0,2.79
3.0,2.0,2015.0,3.0,2.25,1670.0,6240.0,1.0,0.0,0.0,4.0,8.0,1240.0,430.0,1974.0,41.0,98008.0,47.6413,-122.113,1910.0,7000.0,5.45
7.0,28.0,2014.0,3.0,2.0,1520.0,7131.0,1.0,0.0,0.0,3.0,8.0,1520.0,0.0,1993.0,21.0,98023.0,47.3061,-122.361,1890.0,7379.0,2.41
6.0,20.0,2014.0,3.0,2.75,3290.0,22649.0,2.0,0.0,0.0,4.0,8.0,3290.0,0.0,1993.0,21.0,98056.0,47.5241,-122.193,2750.0,6119.0,5.95
12.0,19.0,2014.0,2.0,1.0,980.0,3915.0,1.0,0.0,0.0,4.0,7.0,980.0,0.0,1919.0,95.0,98118.0,47.5589,-122.29,1425.0,1576.0,3.75
9.0,2.0,2014.0,4.0,3.25,3890.0,25470.0,2.0,1.0,3.0,5.0,10.0,3030.0,860.0,1923.0,91.0,98105.0,47.6608,-122.269,4140.0,19281.0,29.5
4.0,10.0,2015.0,3.0,3.25,2730.0,9588.0,2.0,0.0,1.0,3.0,10.0,1900.0,830.0,1984.0,31.0,98052.0,47.6339,-122.09,2730.0,12736.0,9.81
10.0,28.0,2014.0,3.0,2.0,1510.0,10215.0,1.0,0.0,0.0,4.0,7.0,1510.0,0.0,1995.0,19.0,98022.0,47.2078,-122.003,1370.0,8902.0,2.7
4.0,8.0,2015.0,3.0,1.75,1540.0,7490.0,1.0,0.0,0.0,5.0,7.0,1540.0,0.0,1971.0,44.0,98034.0,47.7222,-122.177,1270.0,7350.0,4.5
3.0,29.0,2015.0,2.0,1.0,1120.0,6180.0,1.0,0.0,0.0,4.0,7.0,1120.0,0.0,1939.0,76.0,98115.0,47.6824,-122.301,1420.0,5356.0,5.46
7.0,15.0,2014.0,3.0,2.0,2190.0,13673.0,1.0,0.0,0.0,4.0,9.0,2190.0,0.0,1994.0,20.0,98042.0,47.3542,-122.098,2770.0,13804.0,4.32
2.0,6.0,2015.0,4.0,2.25,2270.0,12000.0,1.0,0.0,0.0,4.0,7.0,1290.0,980.0,1976.0,39.0,98023.0,47.3287,-122.353,2030.0,23980.0,3.1175
8.0,4.0,2014.0,4.0,2.75,3160.0,37200.0,2.0,0.0,3.0,3.0,8.0,2310.0,850.0,1939.0,75.0,98125.0,47.7214,-122.285,3130.0,20000.0,9.42
4.0,7.0,2015.0,2.0,1.0,1170.0,5043.0,1.0,0.0,0.0,3.0,6.0,880.0,290.0,1949.0,66.0,98108.0,47.5492,-122.302,1430.0,5692.0,3.248
6.0,16.0,2014.0,4.0,2.5,2960.0,5054.0,2.0,0.0,0.0,3.0,9.0,2960.0,0.0,2006.0,8.0,98038.0,47.3601,-122.035,2960.0,5000.0,3.85
1.0,19.0,2015.0,4.0,1.75,2600.0,18042.0,1.0,0.0,0.0,4.0,8.0,2020.0,580.0,1969.0,46.0,98092.0,47.2969,-122.189,2200.0,9408.0,3.399
6.0,10.0,2014.0,5.0,3.25,3230.0,3825.0,2.0,0.0,0.0,3.0,9.0,2480.0,750.0,2014.0,0.0,98117.0,47.6785,-122.392,1480.0,5100.0,10.6
3.0,31.0,2015.0,3.0,2.0,1820.0,6324.0,1.0,0.0,0.0,5.0,7.0,910.0,910.0,1945.0,70.0,98115.0,47.6823,-122.27,1850.0,6440.0,7.25
10.0,15.0,2014.0,4.0,2.5,3400.0,4840.0,2.0,0.0,0.0,3.0,10.0,3190.0,210.0,2006.0,8.0,98059.0,47.5066,-122.146,3400.0,5710.0,7.45
1.0,29.0,2015.0,3.0,1.5,1810.0,5080.0,1.0,0.0,0.0,3.0,7.0,1030.0,780.0,1958.0,57.0,98115.0,47.6819,-122.287,1780.0,7620.0,6.155
11.0,3.0,2014.0,3.0,1.0,1510.0,10369.0,1.0,0.0,0.0,4.0,7.0,1010.0,500.0,1968.0,46.0,98059.0,47.4808,-122.099,1510.0,16057.0,3.13
5.0,21.0,2014.0,5.0,4.75,5305.0,8401.0,2.0,0.0,2.0,3.0,11.0,3745.0,1560.0,2005.0,9.0,98033.0,47.6864,-122.215,2960.0,7200.0,27.0
2.0,19.0,2015.0,4.0,2.25,2930.0,9840.0,1.0,0.0,0.0,4.0,8.0,1560.0,1370.0,1977.0,38.0,98023.0,47.3103,-122.382,2800.0,8374.0,4.2
4.0,13.0,2015.0,4.0,3.25,3580.0,43093.0,1.0,0.0,0.0,4.0,8.0,3580.0,0.0,1990.0,25.0,98024.0,47.5595,-121.901,2070.0,43093.0,7.0
8.0,19.0,2014.0,4.0,2.0,1890.0,5188.0,1.5,0.0,0.0,4.0,7.0,1670.0,220.0,1940.0,74.0,98105.0,47.6633,-122.287,1800.0,4848.0,6.75
8.0,1.0,2014.0,2.0,1.0,1040.0,4600.0,1.0,0.0,0.0,4.0,6.0,1040.0,0.0,1950.0,64.0,98118.0,47.5387,-122.277,1390.0,5897.0,2.99
6.0,11.0,2014.0,3.0,2.25,1630.0,2520.0,2.0,0.0,0.0,3.0,7.0,1630.0,0.0,2005.0,9.0,98029.0,47.5493,-121.998,1630.0,3131.0,4.75
3.0,26.0,2015.0,4.0,3.0,2460.0,9606.0,1.0,0.0,0.0,3.0,8.0,2460.0,0.0,2012.0,3.0,98168.0,47.4889,-122.317,1730.0,7500.0,2.8
7.0,9.0,2014.0,2.0,1.0,1010.0,9219.0,1.0,0.0,0.0,4.0,7.0,1010.0,0.0,1960.0,54.0,98033.0,47.6886,-122.202,1610.0,9219.0,5.6
9.0,19.0,2014.0,4.0,2.5,2810.0,7549.0,2.0,0.0,0.0,3.0,9.0,2810.0,0.0,1992.0,22.0,98072.0,47.7441,-122.173,2750.0,7642.0,5.5
7.0,7.0,2014.0,3.0,1.5,1740.0,4200.0,1.5,0.0,0.0,4.0,7.0,1640.0,100.0,1920.0,94.0,98117.0,47.6782,-122.361,1660.0,3750.0,5.55
8.0,15.0,2014.0,3.0,1.0,1200.0,8316.0,1.0,0.0,0.0,4.0,6.0,1200.0,0.0,1953.0,61.0,98002.0,47.3221,-122.215,1200.0,8316.0,2.14
8.0,7.0,2014.0,5.0,2.75,2500.0,19783.0,1.0,0.0,3.0,4.0,8.0,2500.0,0.0,1959.0,55.0,98005.0,47.5938,-122.174,1700.0,15375.0,7.99
3.0,26.0,2015.0,3.0,2.5,2620.0,78843.0,1.0,0.0,3.0,4.0,7.0,1310.0,1310.0,1964.0,51.0,98092.0,47.2584,-122.093,2330.0,130244.0,3.55
8.0,13.0,2014.0,4.0,4.5,3180.0,4606.0,2.0,0.0,3.0,4.0,9.0,1990.0,1190.0,1929.0,85.0,98199.0,47.6402,-122.405,2110.0,5323.0,10.5
9.0,26.0,2014.0,4.0,1.75,2270.0,27122.0,1.0,0.0,0.0,5.0,8.0,1300.0,970.0,1957.0,57.0,98155.0,47.7637,-122.281,2380.0,11822.0,5.85
10.0,1.0,2014.0,4.0,1.0,1860.0,8505.0,1.0,0.0,0.0,4.0,7.0,1860.0,0.0,1955.0,59.0,98055.0,47.4406,-122.194,1560.0,8505.0,2.65
12.0,11.0,2014.0,3.0,2.0,1770.0,2150.0,3.0,0.0,0.0,3.0,8.0,1770.0,0.0,1999.0,15.0,98122.0,47.6102,-122.314,2010.0,3200.0,6.6
7.0,31.0,2014.0,4.0,1.75,1950.0,12500.0,1.0,0.0,0.0,3.0,7.0,1330.0,620.0,1963.0,51.0,98168.0,47.4999,-122.327,1760.0,11520.0,3.25
5.0,7.0,2015.0,5.0,2.5,2803.0,8550.0,1.0,0.0,0.0,3.0,8.0,2803.0,0.0,1963.0,4.0,98003.0,47.3032,-122.306,1810.0,8550.0,3.79
1.0,7.0,2015.0,3.0,2.5,1540.0,7120.0,1.0,0.0,0.0,3.0,7.0,770.0,770.0,1938.0,2.0,98038.0,47.3729,-122.037,1000.0,6638.0,4.85
5.0,22.0,2014.0,4.0,3.0,3600.0,9200.0,1.0,0.0,4.0,4.0,9.0,2100.0,1500.0,1976.0,38.0,98008.0,47.5866,-122.116,2700.0,9775.0,10.8
6.0,23.0,2014.0,4.0,3.5,4230.0,20377.0,2.0,0.0,0.0,3.0,11.0,4230.0,0.0,1997.0,17.0,98004.0,47.5954,-122.206,3980.0,20489.0,20.8
4.0,16.0,2015.0,3.0,1.0,940.0,5650.0,1.0,0.0,0.0,3.0,6.0,940.0,0.0,1949.0,66.0,98118.0,47.5551,-122.292,1180.0,5276.0,2.6
8.0,25.0,2014.0,3.0,2.5,2100.0,5060.0,2.0,0.0,0.0,3.0,7.0,2100.0,0.0,2006.0,8.0,98108.0,47.563,-122.298,1520.0,2468.0,4.77
11.0,19.0,2014.0,4.0,2.5,2030.0,4499.0,2.0,0.0,0.0,3.0,8.0,2030.0,0.0,2003.0,11.0,98058.0,47.4511,-122.119,2030.0,4539.0,3.655
2.0,25.0,2015.0,3.0,1.75,1520.0,12246.0,1.0,0.0,0.0,4.0,6.0,1520.0,0.0,1971.0,44.0,98010.0,47.3434,-122.049,1460.0,12246.0,2.35
6.0,29.0,2014.0,4.0,2.75,2950.0,15540.0,1.0,0.0,0.0,4.0,8.0,2120.0,830.0,1974.0,40.0,98042.0,47.3845,-122.152,2840.0,17136.0,4.02
5.0,5.0,2014.0,5.0,1.0,1120.0,9022.0,1.5,0.0,0.0,4.0,7.0,1120.0,0.0,1962.0,52.0,98034.0,47.7296,-122.24,1310.0,7500.0,3.4
6.0,26.0,2014.0,4.0,2.0,2100.0,4857.0,2.0,0.0,0.0,3.0,8.0,2100.0,0.0,1965.0,30.0,98155.0,47.7521,-122.279,1450.0,5965.0,4.24
9.0,5.0,2014.0,4.0,2.5,1700.0,6675.0,2.0,0.0,0.0,3.0,7.0,1700.0,0.0,1997.0,17.0,98038.0,47.3638,-122.053,1570.0,7540.0,2.15
8.0,21.0,2014.0,4.0,2.25,4070.0,23321.0,2.0,0.0,0.0,4.0,10.0,4070.0,0.0,1968.0,46.0,98040.0,47.5563,-122.219,2820.0,10871.0,9.935
7.0,25.0,2014.0,4.0,2.75,2110.0,6838.0,2.0,0.0,0.0,4.0,8.0,2110.0,0.0,1991.0,23.0,98031.0,47.3877,-122.171,2100.0,7280.0,3.25
9.0,16.0,2014.0,2.0,1.0,790.0,7153.0,1.0,0.0,0.0,4.0,6.0,790.0,0.0,1944.0,70.0,98168.0,47.4869,-122.324,810.0,7128.0,1.18125
11.0,12.0,2014.0,4.0,1.75,2350.0,18800.0,1.0,0.0,2.0,3.0,8.0,2350.0,0.0,1959.0,55.0,98005.0,47.5904,-122.177,3050.0,14640.0,6.2
4.0,21.0,2015.0,5.0,2.0,2500.0,7804.0,1.5,0.0,0.0,3.0,7.0,1570.0,930.0,1921.0,94.0,98146.0,47.5031,-122.348,1170.0,7676.0,4.25
7.0,21.0,2014.0,2.0,1.75,1140.0,936.0,2.0,0.0,0.0,3.0,8.0,940.0,200.0,2014.0,0.0,98105.0,47.6647,-122.284,1160.0,1327.0,5.499
8.0,20.0,2014.0,3.0,2.0,2010.0,4000.0,1.0,0.0,0.0,5.0,7.0,1210.0,800.0,1915.0,99.0,98103.0,47.6638,-122.329,1770.0,4000.0,8.75
11.0,21.0,2014.0,3.0,1.75,1210.0,6175.0,1.0,0.0,0.0,3.0,7.0,1210.0,0.0,1976.0,38.0,98034.0,47.7291,-122.202,1520.0,7475.0,4.78
12.0,29.0,2014.0,3.0,2.25,2210.0,7916.0,2.0,0.0,0.0,3.0,8.0,2210.0,0.0,1978.0,36.0,98133.0,47.7175,-122.339,1450.0,7955.0,5.0
9.0,25.0,2014.0,4.0,1.0,1730.0,36356.0,1.5,0.0,0.0,4.0,6.0,1730.0,0.0,1954.0,60.0,98031.0,47.4135,-122.199,1380.0,14060.0,3.19
7.0,3.0,2014.0,3.0,1.75,1630.0,1526.0,3.0,0.0,0.0,3.0,8.0,1630.0,0.0,2014.0,0.0,98103.0,47.6536,-122.354,1570.0,1274.0,6.09
9.0,24.0,2014.0,5.0,4.25,4110.0,42755.0,2.0,0.0,2.0,3.0,10.0,2970.0,1140.0,2000.0,14.0,98023.0,47.3375,-122.337,2730.0,12750.0,7.34
10.0,9.0,2014.0,3.0,2.25,1640.0,7261.0,2.0,0.0,0.0,3.0,7.0,1640.0,0.0,1989.0,25.0,98034.0,47.7192,-122.176,1640.0,6789.0,3.49
2.0,23.0,2015.0,3.0,2.5,2050.0,4976.0,2.0,0.0,0.0,3.0,8.0,2050.0,0.0,1994.0,21.0,98029.0,47.5689,-121.995,2050.0,5153.0,5.355
10.0,30.0,2014.0,3.0,1.0,1020.0,12289.0,1.0,0.0,0.0,4.0,7.0,1020.0,0.0,1967.0,47.0,98058.0,47.4235,-122.155,1300.0,9894.0,2.3
5.0,12.0,2014.0,4.0,2.5,2160.0,6223.0,2.0,0.0,0.0,3.0,8.0,2160.0,0.0,2010.0,4.0,98038.0,47.3494,-122.042,2160.0,5555.0,3.83
5.0,30.0,2014.0,4.0,3.5,3760.0,5000.0,2.0,0.0,0.0,3.0,9.0,2860.0,900.0,2014.0,0.0,98117.0,47.6826,-122.394,1340.0,5000.0,9.19204
5.0,1.0,2015.0,6.0,2.0,2610.0,9132.0,1.0,0.0,0.0,4.0,8.0,1320.0,1290.0,1965.0,50.0,98007.0,47.622,-122.14,2170.0,8000.0,6.05
7.0,18.0,2014.0,4.0,1.5,1460.0,8760.0,1.0,0.0,0.0,3.0,7.0,1460.0,0.0,1958.0,56.0,98166.0,47.4698,-122.36,1610.0,9375.0,3.0
4.0,15.0,2015.0,3.0,2.5,2180.0,5496.0,2.0,0.0,0.0,3.0,8.0,2180.0,0.0,1994.0,21.0,98029.0,47.5723,-122.007,2120.0,5496.0,6.12
9.0,26.0,2014.0,3.0,2.5,2620.0,14096.0,2.0,0.0,0.0,4.0,9.0,2620.0,0.0,1989.0,25.0,98042.0,47.3513,-122.1,3010.0,14096.0,4.5
10.0,22.0,2014.0,3.0,2.5,1320.0,1780.0,2.0,0.0,0.0,3.0,7.0,880.0,440.0,2005.0,9.0,98118.0,47.528,-122.269,3040.0,6000.0,2.21
3.0,25.0,2015.0,5.0,2.75,2380.0,7500.0,1.0,0.0,0.0,3.0,7.0,1300.0,1080.0,1984.0,31.0,98178.0,47.5009,-122.235,2400.0,6000.0,3.61
9.0,4.0,2014.0,3.0,2.5,3000.0,5000.0,1.5,0.0,0.0,4.0,7.0,2110.0,890.0,1918.0,96.0,98144.0,47.5781,-122.293,1970.0,5000.0,6.66
2.0,11.0,2015.0,3.0,1.75,1930.0,9000.0,1.0,0.0,1.0,4.0,7.0,1150.0,780.0,1951.0,64.0,98166.0,47.4539,-122.348,1590.0,9000.0,3.45
7.0,4.0,2014.0,3.0,2.5,2320.0,7609.0,2.0,0.0,0.0,3.0,8.0,2320.0,0.0,2003.0,11.0,98027.0,47.5391,-122.069,2590.0,4000.0,6.0
12.0,15.0,2014.0,3.0,2.5,2090.0,12027.0,2.0,0.0,0.0,3.0,8.0,2090.0,0.0,1991.0,23.0,98031.0,47.4084,-122.213,2090.0,12666.0,3.275
10.0,14.0,2014.0,3.0,2.0,1320.0,6500.0,1.0,0.0,0.0,3.0,7.0,1320.0,0.0,1947.0,67.0,98125.0,47.7119,-122.319,1110.0,6592.0,4.458
5.0,13.0,2014.0,3.0,2.0,1480.0,6600.0,1.0,0.0,2.0,3.0,7.0,740.0,740.0,1943.0,71.0,98146.0,47.5081,-122.385,1250.0,7300.0,3.85
6.0,12.0,2014.0,5.0,1.75,2460.0,6846.0,1.5,0.0,0.0,5.0,7.0,1340.0,1120.0,1911.0,103.0,98108.0,47.5445,-122.321,1410.0,4800.0,4.45
4.0,21.0,2015.0,4.0,2.75,1890.0,1475.0,2.0,0.0,0.0,3.0,9.0,1200.0,690.0,2015.0,0.0,98199.0,47.6472,-122.383,1650.0,1682.0,6.71
12.0,29.0,2014.0,3.0,2.0,1540.0,1827.0,2.0,0.0,0.0,3.0,8.0,1540.0,0.0,2005.0,9.0,98029.0,47.5479,-121.999,1560.0,2058.0,3.76
4.0,24.0,2015.0,3.0,1.0,1460.0,8400.0,1.0,0.0,0.0,4.0,6.0,1460.0,0.0,1962.0,53.0,98023.0,47.3086,-122.365,1060.0,8563.0,2.22
10.0,30.0,2014.0,4.0,1.75,2680.0,6120.0,1.0,0.0,0.0,5.0,8.0,1340.0,1340.0,1959.0,55.0,98117.0,47.6965,-122.393,2320.0,6840.0,6.22
4.0,22.0,2015.0,4.0,2.5,2990.0,5400.0,2.0,0.0,0.0,3.0,8.0,2990.0,0.0,2005.0,10.0,98074.0,47.6122,-122.009,2890.0,6538.0,6.75
8.0,29.0,2014.0,5.0,2.5,2990.0,7292.0,2.0,0.0,0.0,4.0,8.0,2990.0,0.0,1990.0,24.0,98042.0,47.3604,-122.091,2150.0,8190.0,3.3995
3.0,27.0,2015.0,4.0,1.5,2480.0,6000.0,1.0,0.0,0.0,3.0,8.0,1520.0,960.0,1955.0,60.0,98136.0,47.5233,-122.386,1810.0,6000.0,5.79
6.0,26.0,2014.0,4.0,2.5,2150.0,27540.0,2.0,0.0,0.0,3.0,8.0,2150.0,0.0,1997.0,17.0,98053.0,47.637,-121.969,2150.0,27540.0,5.5
4.0,23.0,2015.0,2.0,1.0,1470.0,5400.0,1.5,0.0,0.0,3.0,8.0,1470.0,0.0,1912.0,103.0,98119.0,47.6391,-122.36,1760.0,3573.0,8.65
7.0,3.0,2014.0,4.0,4.25,5010.0,19412.0,2.0,0.0,1.0,3.0,11.0,4000.0,1010.0,2014.0,0.0,98040.0,47.5455,-122.211,3820.0,17064.0,23.5
6.0,20.0,2014.0,3.0,2.5,2540.0,5612.0,2.0,0.0,0.0,3.0,9.0,2540.0,0.0,1999.0,15.0,98059.0,47.4965,-122.157,2380.0,6303.0,4.25
7.0,16.0,2014.0,3.0,2.5,1330.0,816.0,3.0,0.0,0.0,3.0,8.0,1330.0,0.0,2004.0,10.0,98117.0,47.6836,-122.387,1330.0,1113.0,3.75
7.0,3.0,2014.0,2.0,1.0,860.0,5040.0,1.0,0.0,0.0,3.0,7.0,860.0,0.0,1956.0,58.0,98117.0,47.6977,-122.365,1570.0,5040.0,3.7
10.0,14.0,2014.0,2.0,1.75,1010.0,4000.0,1.5,0.0,0.0,5.0,7.0,1010.0,0.0,1919.0,95.0,98105.0,47.6665,-122.287,1470.0,4000.0,4.415
5.0,6.0,2015.0,4.0,1.5,1300.0,7200.0,1.0,0.0,0.0,4.0,7.0,1300.0,0.0,1970.0,45.0,98031.0,47.4179,-122.181,1420.0,7200.0,2.595
12.0,3.0,2014.0,4.0,3.0,3540.0,11098.0,2.0,0.0,0.0,3.0,10.0,3000.0,540.0,1940.0,74.0,98112.0,47.634,-122.288,3430.0,8214.0,22.0
11.0,10.0,2014.0,2.0,1.5,1160.0,1086.0,2.0,0.0,0.0,3.0,7.0,890.0,270.0,2006.0,8.0,98155.0,47.768,-122.315,1160.0,1086.0,2.5
9.0,16.0,2014.0,4.0,2.5,1960.0,7875.0,1.0,0.0,0.0,3.0,7.0,1220.0,740.0,1978.0,36.0,98001.0,47.3427,-122.274,2030.0,7650.0,2.345
8.0,19.0,2014.0,5.0,1.75,2510.0,6000.0,1.5,0.0,0.0,5.0,8.0,2010.0,500.0,1920.0,94.0,98144.0,47.5798,-122.292,2240.0,5000.0,8.6
1.0,16.0,2015.0,4.0,2.25,2550.0,7650.0,2.0,0.0,2.0,4.0,9.0,2550.0,0.0,1996.0,19.0,98106.0,47.5296,-122.342,2550.0,7650.0,4.65
7.0,8.0,2014.0,4.0,2.5,2130.0,35752.0,1.0,0.0,0.0,3.0,8.0,1490.0,640.0,1980.0,34.0,98075.0,47.5748,-122.031,3030.0,34000.0,5.8
6.0,24.0,2014.0,4.0,2.5,2650.0,18295.0,2.0,0.0,0.0,3.0,8.0,2650.0,0.0,1986.0,28.0,98005.0,47.6075,-122.154,2230.0,19856.0,7.25
1.0,7.0,2015.0,2.0,1.0,1150.0,7552.0,1.0,0.0,0.0,3.0,7.0,1150.0,0.0,1951.0,64.0,98125.0,47.7215,-122.323,1150.0,7346.0,3.49
9.0,24.0,2014.0,3.0,1.75,1470.0,8925.0,1.0,0.0,0.0,4.0,7.0,1470.0,0.0,1957.0,57.0,98022.0,47.2026,-122.0,1430.0,9282.0,2.39
1.0,13.0,2015.0,3.0,2.75,2216.0,31215.0,1.0,0.0,0.0,3.0,9.0,2216.0,0.0,1968.0,10.0,98092.0,47.3164,-122.199,2216.0,30048.0,6.67
